study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA512012	SAMN10656747	SRX5185461	SRR8375391	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375391/SRR8375391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375391/SRR8375391_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375391
PRJNA512012	SAMN10656746	SRX5185462	SRR8375392	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375392/SRR8375392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375392/SRR8375392_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375392
PRJNA512012	SAMN10656745	SRX5185463	SRR8375393	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375393/SRR8375393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375393/SRR8375393_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375393
PRJNA512012	SAMN10656689	SRX5185488	SRR8375394	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375394/SRR8375394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375394/SRR8375394_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375394
PRJNA512012	SAMN10656688	SRX5185489	SRR8375395	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375395/SRR8375395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375395/SRR8375395_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375395
PRJNA512012	SAMN10656687	SRX5185490	SRR8375396	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375396/SRR8375396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375396/SRR8375396_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375396
PRJNA512012	SAMN10656637	SRX5185491	SRR8375397	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375397/SRR8375397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375397/SRR8375397_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375397
PRJNA512012	SAMN10656636	SRX5185492	SRR8375398	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375398/SRR8375398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375398/SRR8375398_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375398
PRJNA512012	SAMN10656635	SRX5185493	SRR8375399	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375399/SRR8375399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375399/SRR8375399_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375399
PRJNA512012	SAMN10656634	SRX5185494	SRR8375400	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375400/SRR8375400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375400/SRR8375400_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/000/SRR8375400
PRJNA512012	SAMN10656633	SRX5185495	SRR8375401	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375401/SRR8375401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375401/SRR8375401_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375401
PRJNA512012	SAMN10656632	SRX5185336	SRR8375402	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375402/SRR8375402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375402/SRR8375402_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375402
PRJNA512012	SAMN10656631	SRX5185337	SRR8375403	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375403/SRR8375403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375403/SRR8375403_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375403
PRJNA512012	SAMN10656630	SRX5185338	SRR8375404	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375404/SRR8375404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375404/SRR8375404_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375404
PRJNA512012	SAMN10656629	SRX5185339	SRR8375405	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375405/SRR8375405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375405/SRR8375405_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375405
PRJNA512012	SAMN10656628	SRX5185340	SRR8375406	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375406/SRR8375406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375406/SRR8375406_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375406
PRJNA512012	SAMN10656627	SRX5185341	SRR8375407	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375407/SRR8375407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375407/SRR8375407_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375407
PRJNA512012	SAMN10656626	SRX5185342	SRR8375408	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375408/SRR8375408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375408/SRR8375408_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375408
PRJNA512012	SAMN10656625	SRX5185343	SRR8375409	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375409/SRR8375409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375409/SRR8375409_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375409
PRJNA512012	SAMN10656624	SRX5185344	SRR8375410	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375410/SRR8375410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375410/SRR8375410_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/000/SRR8375410
PRJNA512012	SAMN10656623	SRX5185345	SRR8375411	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375411/SRR8375411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375411/SRR8375411_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375411
PRJNA512012	SAMN10656622	SRX5185346	SRR8375412	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375412/SRR8375412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375412/SRR8375412_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375412
PRJNA512012	SAMN10656621	SRX5185347	SRR8375413	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375413/SRR8375413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375413/SRR8375413_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375413
PRJNA512012	SAMN10656620	SRX5185348	SRR8375414	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375414/SRR8375414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375414/SRR8375414_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375414
PRJNA512012	SAMN10656619	SRX5185349	SRR8375415	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375415/SRR8375415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375415/SRR8375415_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375415
PRJNA512012	SAMN10656618	SRX5185350	SRR8375416	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375416/SRR8375416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375416/SRR8375416_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375416
PRJNA512012	SAMN10656617	SRX5185351	SRR8375417	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375417/SRR8375417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375417/SRR8375417_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375417
PRJNA512012	SAMN10656616	SRX5185352	SRR8375418	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375418/SRR8375418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375418/SRR8375418_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375418
PRJNA512012	SAMN10656615	SRX5185353	SRR8375419	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375419/SRR8375419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375419/SRR8375419_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375419
PRJNA512012	SAMN10656668	SRX5185354	SRR8375420	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375420/SRR8375420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375420/SRR8375420_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/000/SRR8375420
PRJNA512012	SAMN10656667	SRX5185355	SRR8375421	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375421/SRR8375421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375421/SRR8375421_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375421
PRJNA512012	SAMN10656666	SRX5185356	SRR8375422	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375422/SRR8375422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375422/SRR8375422_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375422
PRJNA512012	SAMN10656665	SRX5185357	SRR8375423	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375423/SRR8375423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375423/SRR8375423_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375423
PRJNA512012	SAMN10656664	SRX5185358	SRR8375424	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375424/SRR8375424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375424/SRR8375424_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375424
PRJNA512012	SAMN10656663	SRX5185359	SRR8375425	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375425/SRR8375425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375425/SRR8375425_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375425
PRJNA512012	SAMN10656662	SRX5185360	SRR8375426	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375426/SRR8375426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375426/SRR8375426_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375426
PRJNA512012	SAMN10656730	SRX5185361	SRR8375427	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375427/SRR8375427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375427/SRR8375427_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375427
PRJNA512012	SAMN10656728	SRX5185362	SRR8375428	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375428/SRR8375428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375428/SRR8375428_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375428
PRJNA512012	SAMN10656727	SRX5185363	SRR8375429	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375429/SRR8375429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375429/SRR8375429_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375429
PRJNA512012	SAMN10656793	SRX5185364	SRR8375430	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375430/SRR8375430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375430/SRR8375430_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/000/SRR8375430
PRJNA512012	SAMN10656792	SRX5185365	SRR8375431	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375431/SRR8375431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375431/SRR8375431_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375431
PRJNA512012	SAMN10656790	SRX5185366	SRR8375432	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375432/SRR8375432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375432/SRR8375432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375432
PRJNA512012	SAMN10656789	SRX5185367	SRR8375433	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375433/SRR8375433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375433/SRR8375433_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375433
PRJNA512012	SAMN10656787	SRX5185368	SRR8375434	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375434/SRR8375434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375434/SRR8375434_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375434
PRJNA512012	SAMN10656786	SRX5185369	SRR8375435	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375435/SRR8375435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375435/SRR8375435_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375435
PRJNA512012	SAMN10656784	SRX5185370	SRR8375436	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375436/SRR8375436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375436/SRR8375436_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375436
PRJNA512012	SAMN10656783	SRX5185371	SRR8375437	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375437/SRR8375437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375437/SRR8375437_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375437
PRJNA512012	SAMN10656782	SRX5185372	SRR8375438	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375438/SRR8375438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375438/SRR8375438_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375438
PRJNA512012	SAMN10656780	SRX5185373	SRR8375439	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375439/SRR8375439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375439/SRR8375439_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375439
PRJNA512012	SAMN10656779	SRX5185374	SRR8375440	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375440/SRR8375440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/000/SRR8375440/SRR8375440_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/000/SRR8375440
PRJNA512012	SAMN10656778	SRX5185375	SRR8375441	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375441/SRR8375441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/001/SRR8375441/SRR8375441_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/001/SRR8375441
PRJNA512012	SAMN10656776	SRX5185376	SRR8375442	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375442/SRR8375442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/002/SRR8375442/SRR8375442_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/002/SRR8375442
PRJNA512012	SAMN10656775	SRX5185377	SRR8375443	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375443/SRR8375443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/003/SRR8375443/SRR8375443_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/003/SRR8375443
PRJNA512012	SAMN10656774	SRX5185378	SRR8375444	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375444/SRR8375444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/004/SRR8375444/SRR8375444_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/004/SRR8375444
PRJNA512012	SAMN10656772	SRX5185379	SRR8375445	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375445/SRR8375445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/005/SRR8375445/SRR8375445_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/005/SRR8375445
PRJNA512012	SAMN10656771	SRX5185380	SRR8375446	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375446/SRR8375446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/006/SRR8375446/SRR8375446_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/006/SRR8375446
PRJNA512012	SAMN10656770	SRX5185381	SRR8375447	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375447/SRR8375447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/007/SRR8375447/SRR8375447_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/007/SRR8375447
PRJNA512012	SAMN10656768	SRX5185382	SRR8375448	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375448/SRR8375448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/008/SRR8375448/SRR8375448_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/008/SRR8375448
PRJNA512012	SAMN10656767	SRX5185383	SRR8375449	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375449/SRR8375449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR837/009/SRR8375449/SRR8375449_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR837/009/SRR8375449
